NAME,SENID,TIME,V,AVGV,MAXV,MAXT,MINV,MINT,S,AVGS,MAXS,MINS,SPAN
入库流量,1108174,2020-01-04 20:00:00,1047.037,1047.037,1047.037,2020/1/4 20:00:00,1047.037,2020/1/4 20:00:00,2,2,2,2,1
入库流量,1108174,2020-01-04 21:00:00,1074.688,1074.688,1074.688,2020/1/4 21:00:00,1074.688,2020/1/4 21:00:00,2,2,2,2,1
入库流量,1108174,2020-01-04 22:00:00,1269.165,1269.165,1269.165,2020/1/4 22:00:00,1269.165,2020/1/4 22:00:00,2,2,2,2,1
入库流量,1108174,2020-01-04 23:00:00,602.361,602.361,602.361,2020/1/4 23:00:00,602.361,2020/1/4 23:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 00:00:00,601.222,601.222,601.222,2020/1/5,601.222,2020/1/5,2,2,2,2,1
入库流量,1108174,2020-01-05 01:00:00,157.136,157.136,157.136,2020/1/5 1:00:00,157.136,2020/1/5 1:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 02:00:00,157.147,157.147,157.147,2020/1/5 2:00:00,157.147,2020/1/5 2:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 03:00:00,602.033,602.033,602.033,2020/1/5 3:00:00,602.033,2020/1/5 3:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 04:00:00,380.329,380.329,380.329,2020/1/5 4:00:00,380.329,2020/1/5 4:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 05:00:00,380.179,380.179,380.179,2020/1/5 5:00:00,380.179,2020/1/5 5:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 06:00:00,157.329,157.329,157.329,2020/1/5 6:00:00,157.329,2020/1/5 6:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 07:00:00,157.032,157.032,157.032,2020/1/5 7:00:00,157.032,2020/1/5 7:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 08:00:00,158.064,158.064,158.064,2020/1/5 8:00:00,158.064,2020/1/5 8:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 09:00:00,157.172,157.172,157.172,2020/1/5 9:00:00,157.172,2020/1/5 9:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 10:00:00,157.572,157.572,157.572,2020/1/5 10:00:00,157.572,2020/1/5 10:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 11:00:00,432.623,432.623,432.623,2020/1/5 11:00:00,432.623,2020/1/5 11:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 12:00:00,602.421,602.421,602.421,2020/1/5 12:00:00,602.421,2020/1/5 12:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 13:00:00,380.637,380.637,380.637,2020/1/5 13:00:00,380.637,2020/1/5 13:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 14:00:00,157.932,157.932,157.932,2020/1/5 14:00:00,157.932,2020/1/5 14:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 15:00:00,380.258,380.258,380.258,2020/1/5 15:00:00,380.258,2020/1/5 15:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 16:00:00,380.588,380.588,380.588,2020/1/5 16:00:00,380.588,2020/1/5 16:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 17:00:00,602.643,602.643,602.643,2020/1/5 17:00:00,602.643,2020/1/5 17:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 18:00:00,602.57,602.57,602.57,2020/1/5 18:00:00,602.57,2020/1/5 18:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 19:00:00,1268.759,1268.759,1268.759,2020/1/5 19:00:00,1268.759,2020/1/5 19:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 20:00:00,1074.263,1074.263,1074.263,2020/1/5 20:00:00,1074.263,2020/1/5 20:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 21:00:00,1268.454,1268.454,1268.454,2020/1/5 21:00:00,1268.454,2020/1/5 21:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 22:00:00,824.379,824.379,824.379,2020/1/5 22:00:00,824.379,2020/1/5 22:00:00,2,2,2,2,1
入库流量,1108174,2020-01-05 23:00:00,824.026,824.026,824.026,2020/1/5 23:00:00,824.026,2020/1/5 23:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 00:00:00,850.67,850.67,850.67,2020/1/6,850.67,2020/1/6,2,2,2,2,1
入库流量,1108174,2020-01-06 01:00:00,379.131,379.131,379.131,2020/1/6 1:00:00,379.131,2020/1/6 1:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 02:00:00,129.086,129.086,129.086,2020/1/6 2:00:00,129.086,2020/1/6 2:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 03:00:00,379.732,379.732,379.732,2020/1/6 3:00:00,379.732,2020/1/6 3:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 04:00:00,629.948,629.948,629.948,2020/1/6 4:00:00,629.948,2020/1/6 4:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 05:00:00,379.475,379.475,379.475,2020/1/6 5:00:00,379.475,2020/1/6 5:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 06:00:00,129.266,129.266,129.266,2020/1/6 6:00:00,129.266,2020/1/6 6:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 07:00:00,156.563,156.563,156.563,2020/1/6 7:00:00,156.563,2020/1/6 7:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 08:00:00,156.563,156.563,156.563,2020/1/6 8:00:00,156.563,2020/1/6 8:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 09:00:00,156.563,156.563,156.563,2020/1/6 9:00:00,156.563,2020/1/6 9:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 10:00:00,156.489,156.489,156.489,2020/1/6 10:00:00,156.489,2020/1/6 10:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 11:00:00,601.655,601.655,601.655,2020/1/6 11:00:00,601.655,2020/1/6 11:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 12:00:00,157.293,157.293,157.293,2020/1/6 12:00:00,157.293,2020/1/6 12:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 13:00:00,602.004,602.004,602.004,2020/1/6 13:00:00,602.004,2020/1/6 13:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 14:00:00,379.166,379.166,379.166,2020/1/6 14:00:00,379.166,2020/1/6 14:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 15:00:00,380.076,380.076,380.076,2020/1/6 15:00:00,380.076,2020/1/6 15:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 16:00:00,602.1,602.1,602.1,2020/1/6 16:00:00,602.1,2020/1/6 16:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 17:00:00,601.805,601.805,601.805,2020/1/6 17:00:00,601.805,2020/1/6 17:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 18:00:00,851.36,851.36,851.36,2020/1/6 18:00:00,851.36,2020/1/6 18:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 19:00:00,1045.725,1045.725,1045.725,2020/1/6 19:00:00,1045.725,2020/1/6 19:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 20:00:00,1490.068,1490.068,1490.068,2020/1/6 20:00:00,1490.068,2020/1/6 20:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 21:00:00,851.014,851.014,851.014,2020/1/6 21:00:00,851.014,2020/1/6 21:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 22:00:00,1045.254,1045.254,1045.254,2020/1/6 22:00:00,1045.254,2020/1/6 22:00:00,2,2,2,2,1
入库流量,1108174,2020-01-06 23:00:00,378.097,378.097,378.097,2020/1/6 23:00:00,378.097,2020/1/6 23:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 00:00:00,155.425,155.425,155.425,2020/1/7,155.425,2020/1/7,2,2,2,2,1
入库流量,1108174,2020-01-07 01:00:00,378.366,378.366,378.366,2020/1/7 1:00:00,378.366,2020/1/7 1:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 02:00:00,600.929,600.929,600.929,2020/1/7 2:00:00,600.929,2020/1/7 2:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 03:00:00,600.773,600.773,600.773,2020/1/7 3:00:00,600.773,2020/1/7 3:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 04:00:00,378.692,378.692,378.692,2020/1/7 4:00:00,378.692,2020/1/7 4:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 05:00:00,156.114,156.114,156.114,2020/1/7 5:00:00,156.114,2020/1/7 5:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 06:00:00,377.611,377.611,377.611,2020/1/7 6:00:00,377.611,2020/1/7 6:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 07:00:00,599.806,599.806,599.806,2020/1/7 7:00:00,599.806,2020/1/7 7:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 08:00:00,155.183,155.183,155.183,2020/1/7 8:00:00,155.183,2020/1/7 8:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 09:00:00,600.442,600.442,600.442,2020/1/7 9:00:00,600.442,2020/1/7 9:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 10:00:00,377.983,377.983,377.983,2020/1/7 10:00:00,377.983,2020/1/7 10:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 11:00:00,378.391,378.391,378.391,2020/1/7 11:00:00,378.391,2020/1/7 11:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 12:00:00,600.462,600.462,600.462,2020/1/7 12:00:00,600.462,2020/1/7 12:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 13:00:00,378.561,378.561,378.561,2020/1/7 13:00:00,378.561,2020/1/7 13:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 14:00:00,378.657,378.657,378.657,2020/1/7 14:00:00,378.657,2020/1/7 14:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 15:00:00,600.152,600.152,600.152,2020/1/7 15:00:00,600.152,2020/1/7 15:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 16:00:00,600.082,600.082,600.082,2020/1/7 16:00:00,600.082,2020/1/7 16:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 17:00:00,822.34,822.34,822.34,2020/1/7 17:00:00,822.34,2020/1/7 17:00:00,2,2,2,2,1
入库流量,1108174,2020-01-07 18:00:00,628.446,628.446,628.446,2020/1/7 18:00:00,628.446,2020/1/7 18:00:00,3,3,3,3,1
入库流量,1108174,2020-01-07 19:00:00,1044.822,1044.822,1044.822,2020/1/7 19:00:00,1044.822,2020/1/7 19:00:00,3,3,3,3,1
入库流量,1108174,2020-01-07 20:00:00,1044.987,1044.987,1044.987,2020/1/7 20:00:00,1044.987,2020/1/7 20:00:00,3,3,3,3,1
入库流量,1108174,2020-01-07 21:00:00,1044.375,1044.375,1044.375,2020/1/7 21:00:00,1044.375,2020/1/7 21:00:00,3,3,3,3,1
入库流量,1108174,2020-01-07 22:00:00,1294.054,1294.054,1294.054,2020/1/7 22:00:00,1294.054,2020/1/7 22:00:00,3,3,3,3,1
入库流量,1108174,2020-01-07 23:00:00,821.577,821.577,821.577,2020/1/7 23:00:00,821.577,2020/1/7 23:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 00:00:00,820.895,820.895,820.895,2020/1/8,820.895,2020/1/8,3,3,3,3,1
入库流量,1108174,2020-01-08 01:00:00,450.363,450.363,450.363,2020/1/8 1:00:00,450.363,2020/1/8 1:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 02:00:00,450.363,450.363,450.363,2020/1/8 2:00:00,450.363,2020/1/8 2:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 03:00:00,450.363,450.363,450.363,2020/1/8 3:00:00,450.363,2020/1/8 3:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 04:00:00,153.779,153.779,153.779,2020/1/8 4:00:00,153.779,2020/1/8 4:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 05:00:00,1071.066,1071.066,1071.066,2020/1/8 5:00:00,1071.066,2020/1/8 5:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 06:00:00,598.256,598.256,598.256,2020/1/8 6:00:00,598.256,2020/1/8 6:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 07:00:00,113.682,113.682,113.682,2020/1/8 7:00:00,113.682,2020/1/8 7:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 08:00:00,113.682,113.682,113.682,2020/1/8 8:00:00,113.682,2020/1/8 8:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 09:00:00,113.682,113.682,113.682,2020/1/8 9:00:00,113.682,2020/1/8 9:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 10:00:00,848.094,848.094,848.094,2020/1/8 10:00:00,848.094,2020/1/8 10:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 11:00:00,598.609,598.609,598.609,2020/1/8 11:00:00,598.609,2020/1/8 11:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 12:00:00,154.456,154.456,154.456,2020/1/8 12:00:00,154.456,2020/1/8 12:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 13:00:00,376.661,376.661,376.661,2020/1/8 13:00:00,376.661,2020/1/8 13:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 14:00:00,376.829,376.829,376.829,2020/1/8 14:00:00,376.829,2020/1/8 14:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 15:00:00,377.214,377.214,377.214,2020/1/8 15:00:00,377.214,2020/1/8 15:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 16:00:00,376.763,376.763,376.763,2020/1/8 16:00:00,376.763,2020/1/8 16:00:00,3,3,3,3,1
入库流量,1108174,2020-01-08 17:00:00,376.732,376.732,376.732,2020/1/8 17:00:00,376.732,2020/1/8 17:00:00,2,2,2,2,1
入库流量,1108174,2020-01-08 18:00:00,376.841,376.841,376.841,2020/1/8 18:00:00,376.841,2020/1/8 18:00:00,2,2,2,2,1
